,fname,label
401,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_3,P2_LOADED
402,WSU_P2_LOADED_up_and_down copy.wav_split_37,P2_LOADED
403,P1_up_and_down copy 2.wav_split_28,P1
404,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_21,P2_UNLOADED
405,canopy_heavy_wind.wav_split_25,BACKGROUND_NOISE
406,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_28,P2_LOADED
407,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_9,P2_LOADED
408,WSU_P2_DOWN_UNLOADED copy.wav_split_38,P2_UNLOADED
409,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_10,P2_LOADED
410,WSU_P2_LOADED_up_and_down copy 2.wav_split_26,P2_LOADED
411,purdue_P2_unloaded_up_down.wav_split_34,P2_UNLOADED
412,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_28,P2_UNLOADED
413,train.wav_split_4,BACKGROUND_NOISE
414,P1_up_and_down copy 2.wav_split_21,P1
415,train2.wav_split_15,BACKGROUND_NOISE
416,purdue_P2_unloaded_up_down copy.wav_split_23,P2_UNLOADED
417,background_06_02_04.wav_split_6,BACKGROUND_NOISE
418,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_17,P2_LOADED
419,background_in_air_iris_3.wav_split_31,BACKGROUND_NOISE
420,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_17,P2_UNLOADED
421,WSU_P2_LOADED_up_and_down copy 2.wav_split_19,P2_LOADED
422,P1_up_and_down copy 2.wav_split_26,P1
423,WSU_P2_LOADED_up_and_down copy.wav_split_39,P2_LOADED
424,purdue_P2_unloaded_up_down.wav_split_33,P2_UNLOADED
425,train.wav_split_3,BACKGROUND_NOISE
426,WSU_P2_LOADED_up_and_down copy 2.wav_split_21,P2_LOADED
427,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_17,P2_LOADED
428,canopy_heavy_wind.wav_split_22,BACKGROUND_NOISE
429,purrdue_P2_standing copy 2.wav_split_39,P2
430,purdue_P2_unloaded_up_down copy 2.wav_split_9,P2_UNLOADED
431,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_10,P2_UNLOADED
432,background_in_air_iris_3.wav_split_36,BACKGROUND_NOISE
433,P1_up_and_down copy 2.wav_split_19,P1
434,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_10,P2_LOADED
435,background_06_02_04.wav_split_1,BACKGROUND_NOISE
436,in_air_iris_far_away.wav_split_8,BACKGROUND_NOISE
437,train2.wav_split_12,BACKGROUND_NOISE
438,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_28,P2_LOADED
439,purdue_P2_unloaded_up_down copy.wav_split_24,P2_UNLOADED
440,goo2.wav_split_5,BACKGROUND_NOISE
441,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_17,P2_LOADED
442,background_06_02_02.wav_split_28,BACKGROUND_NOISE
443,P1_up_and_down copy 2.wav_split_2,P1
444,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_21,P2_UNLOADED
445,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_5,P2_LOADED
446,motorcycle.wav_split_30,BACKGROUND_NOISE
447,canopy_heavy_wind.wav_split_6,BACKGROUND_NOISE
448,P1_stationary copy 2.wav_split_11,P1
449,WSU_P2_DOWN_UNLOADED copy 2.wav_split_6,P2_UNLOADED
450,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_25,P2_LOADED
451,eric_survey.wav_split_31,BACKGROUND_NOISE
452,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_28,P2_LOADED
453,background_06_02_02.wav_split_17,BACKGROUND_NOISE
454,purrdue_P2_standing.wav_split_39,P2
455,WSU_P2_HIGH_LOADED_DOWN.wav_split_35,P2_LOADED
456,goo2.wav_split_11,BACKGROUND_NOISE
457,P1_stationary copy.wav_split_9,P1
458,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_22,P2_LOADED
459,eric_survey.wav_split_36,BACKGROUND_NOISE
460,WSU_P2_DOWN_UNLOADED copy 2.wav_split_1,P2_UNLOADED
461,canopy_heavy_wind.wav_split_1,BACKGROUND_NOISE
462,P1_stationary copy 2.wav_split_16,P1
463,goo2.wav_split_29,BACKGROUND_NOISE
464,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_9,P2_UNLOADED
465,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_2,P2_LOADED
466,motorcycle.wav_split_37,BACKGROUND_NOISE
467,P1_up_and_down copy 2.wav_split_5,P1
468,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_26,P2_UNLOADED
469,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_10,P2_LOADED
470,goo2.wav_split_2,BACKGROUND_NOISE
471,P1_stationary copy 2.wav_split_29,P1
472,goo2.wav_split_16,BACKGROUND_NOISE
473,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_39,P2_LOADED
474,WSU_P2_HIGH_LOADED_DOWN.wav_split_32,P2_LOADED
475,background_06_02_02.wav_split_10,BACKGROUND_NOISE
476,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_19,P2_UNLOADED
477,motorcycle.wav_split_8,BACKGROUND_NOISE
478,P1_stationary copy 2.wav_split_20,P1
479,P1_stationary copy.wav_split_7,P1
480,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_14,P2_LOADED
481,P1_up_and_down copy.wav_split_32,P1
482,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_30,P2_LOADED
483,purrdue_P2_standing.wav_split_37,P2
484,background_06_02_02.wav_split_19,BACKGROUND_NOISE
485,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_26,P2_LOADED
486,motorcycle.wav_split_1,BACKGROUND_NOISE
487,foo.wav_split_35,BACKGROUND_NOISE
488,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_10,P2_UNLOADED
489,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_4,P2_UNLOADED
490,WSU_P2_DOWN_UNLOADED copy 2.wav_split_8,P2_UNLOADED
491,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_34,P2_LOADED
492,canopy_heavy_wind.wav_split_8,BACKGROUND_NOISE
493,goo2.wav_split_20,BACKGROUND_NOISE
494,background_06_02_02.wav_split_26,BACKGROUND_NOISE
495,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_19,P2_LOADED
496,motorcycle.wav_split_6,BACKGROUND_NOISE
497,foo.wav_split_32,BACKGROUND_NOISE
498,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_17,P2_UNLOADED
499,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_3,P2_UNLOADED
500,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_21,P2_LOADED
501,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_37,P2_LOADED
502,purrdue_P2_standing.wav_split_30,P2
503,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_13,P2_LOADED
504,P1_up_and_down copy.wav_split_35,P1
505,goo2.wav_split_18,BACKGROUND_NOISE
506,P1_stationary copy 2.wav_split_27,P1
507,background_06_02_02.wav_split_21,BACKGROUND_NOISE
508,motorcycle.wav_split_39,BACKGROUND_NOISE
509,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_28,P2_UNLOADED
510,goo2.wav_split_27,BACKGROUND_NOISE
511,P1_stationary copy 2.wav_split_18,P1
512,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_33,P2_LOADED
513,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_7,P2_UNLOADED
514,canopy_heavy_wind.wav_split_40,BACKGROUND_NOISE
515,eric_survey.wav_split_38,BACKGROUND_NOISE
516,background_in_air_iris_3.wav_split_6,BACKGROUND_NOISE
517,train2.wav_split_4,BACKGROUND_NOISE
518,WSU_P2_HIGH_LOADED_DOWN.wav_split_21,P2_LOADED
519,P1_up_and_down copy.wav_split_28,P1
520,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_11,P2_LOADED
521,motorcycle.wav_split_24,BACKGROUND_NOISE
522,WSU_P2_DOWN_UNLOADED copy.wav_split_5,P2_UNLOADED
523,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_35,P2_UNLOADED
524,foo.wav_split_10,BACKGROUND_NOISE
525,purrdue_P2_standing copy 2.wav_split_3,P2
526,eric_survey.wav_split_5,BACKGROUND_NOISE
527,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_31,P2_LOADED
528,eric_survey.wav_split_25,BACKGROUND_NOISE
529,P1_up_and_down copy.wav_split_17,P1
530,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_15,P2_LOADED
531,purrdue_P2_standing.wav_split_12,P2
532,WSU_P2_DOWN_UNLOADED copy.wav_split_40,P2_UNLOADED
533,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_16,P2_LOADED
534,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_7,P2_UNLOADED
535,WSU_P2_HIGH_LOADED_DOWN.wav_split_26,P2_LOADED
536,train2.wav_split_3,BACKGROUND_NOISE
537,background_in_air_iris_3.wav_split_1,BACKGROUND_NOISE
538,foo.wav_split_28,BACKGROUND_NOISE
539,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_12,P2_LOADED
540,purrdue_P2_standing.wav_split_15,P2
541,WSU_P2_HIGH_LOADED_DOWN.wav_split_19,P2_LOADED
542,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_36,P2_LOADED
543,eric_survey.wav_split_22,BACKGROUND_NOISE
544,P1_up_and_down copy.wav_split_10,P1
545,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_29,P2_LOADED
546,purrdue_P2_standing copy 2.wav_split_4,P2
547,eric_survey.wav_split_2,BACKGROUND_NOISE
548,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_32,P2_UNLOADED
549,foo.wav_split_17,BACKGROUND_NOISE
550,motorcycle.wav_split_23,BACKGROUND_NOISE
551,WSU_P2_DOWN_UNLOADED copy.wav_split_2,P2_UNLOADED
552,P1_up_and_down copy.wav_split_19,P1
553,WSU_P2_HIGH_LOADED_DOWN.wav_split_10,P2_LOADED
554,goo2.wav_split_34,BACKGROUND_NOISE
555,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_20,P2_LOADED
556,purrdue_P2_standing.wav_split_4,P2
557,background_06_02_02.wav_split_32,BACKGROUND_NOISE
558,P1_stationary copy 2.wav_split_34,P1
559,background_eric_doing_stuff.wav_split_2,BACKGROUND_NOISE
560,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_24,P2_LOADED
561,purrdue_P2_standing.wav_split_23,P2
562,P1_up_and_down copy.wav_split_26,P1
563,eric_survey.wav_split_14,BACKGROUND_NOISE
564,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_32,P2_LOADED
565,foo.wav_split_21,BACKGROUND_NOISE
566,background_in_air_iris_3.wav_split_8,BACKGROUND_NOISE
567,motorcycle.wav_split_15,BACKGROUND_NOISE
568,background_06_02_02.wav_split_35,BACKGROUND_NOISE
569,foo.wav_split_19,BACKGROUND_NOISE
570,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_27,P2_LOADED
571,purrdue_P2_standing.wav_split_3,P2
572,goo2.wav_split_33,BACKGROUND_NOISE
573,WSU_P2_HIGH_LOADED_DOWN.wav_split_17,P2_LOADED
574,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_38,P2_LOADED
575,motorcycle.wav_split_12,BACKGROUND_NOISE
576,background_in_air_iris_3.wav_split_40,BACKGROUND_NOISE
577,foo.wav_split_26,BACKGROUND_NOISE
578,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_35,P2_LOADED
579,P1_up_and_down copy.wav_split_21,P1
580,eric_survey.wav_split_13,BACKGROUND_NOISE
581,WSU_P2_HIGH_LOADED_DOWN.wav_split_28,P2_LOADED
582,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_23,P2_LOADED
583,purrdue_P2_standing.wav_split_24,P2
584,P1_stationary copy 2.wav_split_33,P1
585,background_eric_doing_stuff.wav_split_5,BACKGROUND_NOISE
586,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_18,P2_LOADED
587,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_9,P2_UNLOADED
588,background_in_air_iris_3.wav_split_14,BACKGROUND_NOISE
589,WSU_P2_LOADED_up_and_down copy.wav_split_24,P2_LOADED
590,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_32,P2_UNLOADED
591,purrdue_P2_standing copy.wav_split_21,P2
592,train2.wav_split_30,BACKGROUND_NOISE
593,gator.wav_split_9,BACKGROUND_NOISE
594,WSU_P2_DOWN_UNLOADED copy.wav_split_22,P2_UNLOADED
595,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_32,P2_LOADED
596,P1_up_and_down copy.wav_split_9,P1
597,P1_stationary copy 2.wav_split_3,P1
598,purrdue_P2_standing copy 2.wav_split_24,P2
599,purdue_P2_unloaded_up_down.wav_split_11,P2_UNLOADED
600,purdue_P2_unloaded_up_down copy.wav_split_39,P2_UNLOADED
601,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_35,P2_LOADED
602,P1_stationary copy 2.wav_split_4,P1
603,purrdue_P2_standing copy 2.wav_split_23,P2
604,eric_survey.wav_split_40,BACKGROUND_NOISE
605,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_35,P2_LOADED
606,canopy_heavy_wind.wav_split_38,BACKGROUND_NOISE
607,train2.wav_split_37,BACKGROUND_NOISE
608,WSU_P2_DOWN_UNLOADED copy.wav_split_25,P2_UNLOADED
609,purrdue_P2_standing copy.wav_split_26,P2
610,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_35,P2_UNLOADED
611,purdue_P2_unloaded_up_down.wav_split_29,P2_UNLOADED
612,background_in_air_iris_3.wav_split_13,BACKGROUND_NOISE
613,WSU_P2_LOADED_up_and_down copy.wav_split_23,P2_LOADED
614,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_32,P2_LOADED
615,purdue_P2_unloaded_up_down.wav_split_16,P2_UNLOADED
616,purrdue_P2_standing copy.wav_split_19,P2
617,purdue_P2_unloaded_up_down copy.wav_split_37,P2_UNLOADED
618,WSU_P2_DOWN_UNLOADED copy.wav_split_13,P2_UNLOADED
619,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_5,P2_LOADED
620,purrdue_P2_standing copy 2.wav_split_15,P2
621,WSU_P2_LOADED_up_and_down copy.wav_split_15,P2_LOADED
622,background_06_02_03.wav_split_2,BACKGROUND_NOISE
623,background_in_air_iris_3.wav_split_25,BACKGROUND_NOISE
624,purrdue_P2_standing copy.wav_split_10,P2
625,P1_up_and_down copy.wav_split_7,P1
626,gator.wav_split_7,BACKGROUND_NOISE
627,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_2,P2_LOADED
628,canopy_heavy_wind.wav_split_31,BACKGROUND_NOISE
629,WSU_P2_LOADED_up_and_down copy 2.wav_split_32,P2_LOADED
630,P1_up_and_down copy 2.wav_split_35,P1
631,purdue_P2_unloaded_up_down.wav_split_20,P2_UNLOADED
632,purrdue_P2_standing copy.wav_split_17,P2
633,WSU_P2_LOADED_up_and_down copy.wav_split_12,P2_LOADED
634,background_06_02_03.wav_split_5,BACKGROUND_NOISE
635,background_in_air_iris_3.wav_split_22,BACKGROUND_NOISE
636,purdue_P2_unloaded_up_down.wav_split_18,P2_UNLOADED
637,purrdue_P2_standing copy 2.wav_split_12,P2
638,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_2,P2_LOADED
639,purdue_P2_unloaded_up_down copy.wav_split_30,P2_UNLOADED
640,WSU_P2_DOWN_UNLOADED copy.wav_split_14,P2_UNLOADED
641,purdue_P2_unloaded_up_down.wav_split_27,P2_UNLOADED
642,P1_up_and_down copy 2.wav_split_32,P1
643,WSU_P2_LOADED_up_and_down copy 2.wav_split_35,P2_LOADED
644,purrdue_P2_standing copy.wav_split_28,P2
645,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_5,P2_LOADED
646,canopy_heavy_wind.wav_split_36,BACKGROUND_NOISE
647,train2.wav_split_39,BACKGROUND_NOISE
648,goo2.wav_split_32,BACKGROUND_NOISE
649,purrdue_P2_standing.wav_split_2,P2
650,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_26,P2_LOADED
651,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_39,P2_LOADED
652,WSU_P2_HIGH_LOADED_DOWN.wav_split_16,P2_LOADED
653,background_06_02_02.wav_split_34,BACKGROUND_NOISE
654,foo.wav_split_18,BACKGROUND_NOISE
655,WSU_P2_HIGH_LOADED_DOWN.wav_split_29,P2_LOADED
656,purrdue_P2_standing.wav_split_25,P2
657,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_22,P2_LOADED
658,P1_up_and_down copy.wav_split_20,P1
659,eric_survey.wav_split_12,BACKGROUND_NOISE
660,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_19,P2_LOADED
661,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_8,P2_UNLOADED
662,background_eric_doing_stuff.wav_split_4,BACKGROUND_NOISE
663,P1_stationary copy 2.wav_split_32,P1
664,foo.wav_split_27,BACKGROUND_NOISE
665,motorcycle.wav_split_13,BACKGROUND_NOISE
666,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_34,P2_LOADED
667,background_06_02_02.wav_split_33,BACKGROUND_NOISE
668,WSU_P2_HIGH_LOADED_DOWN.wav_split_11,P2_LOADED
669,P1_up_and_down copy.wav_split_18,P1
670,purrdue_P2_standing.wav_split_5,P2
671,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_21,P2_LOADED
672,goo2.wav_split_35,BACKGROUND_NOISE
673,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_33,P2_LOADED
674,background_in_air_iris_3.wav_split_9,BACKGROUND_NOISE
675,motorcycle.wav_split_14,BACKGROUND_NOISE
676,foo.wav_split_20,BACKGROUND_NOISE
677,background_eric_doing_stuff.wav_split_3,BACKGROUND_NOISE
678,P1_stationary copy 2.wav_split_35,P1
679,P1_up_and_down copy.wav_split_27,P1
680,eric_survey.wav_split_15,BACKGROUND_NOISE
681,purrdue_P2_standing.wav_split_22,P2
682,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_25,P2_LOADED
683,train2.wav_split_2,BACKGROUND_NOISE
684,foo.wav_split_29,BACKGROUND_NOISE
685,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_17,P2_LOADED
686,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_6,P2_UNLOADED
687,WSU_P2_HIGH_LOADED_DOWN.wav_split_27,P2_LOADED
688,WSU_P2_DOWN_UNLOADED copy.wav_split_3,P2_UNLOADED
689,motorcycle.wav_split_22,BACKGROUND_NOISE
690,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_33,P2_UNLOADED
691,foo.wav_split_16,BACKGROUND_NOISE
692,WSU_P2_LOADED_up_and_down copy.wav_split_40,P2_LOADED
693,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_37,P2_LOADED
694,eric_survey.wav_split_23,BACKGROUND_NOISE
695,P1_up_and_down copy.wav_split_11,P1
696,purrdue_P2_standing.wav_split_14,P2
697,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_13,P2_LOADED
698,WSU_P2_HIGH_LOADED_DOWN.wav_split_18,P2_LOADED
699,purrdue_P2_standing copy 2.wav_split_5,P2
700,eric_survey.wav_split_3,BACKGROUND_NOISE
701,purrdue_P2_standing copy 2.wav_split_40,P2
702,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_28,P2_LOADED
703,P1_up_and_down copy.wav_split_29,P1
704,WSU_P2_HIGH_LOADED_DOWN.wav_split_20,P2_LOADED
705,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_10,P2_LOADED
706,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_1,P2_UNLOADED
707,background_in_air_iris_3.wav_split_7,BACKGROUND_NOISE
708,train2.wav_split_5,BACKGROUND_NOISE
709,purrdue_P2_standing copy 2.wav_split_2,P2
710,eric_survey.wav_split_4,BACKGROUND_NOISE
711,purrdue_P2_standing.wav_split_13,P2
712,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_14,P2_LOADED
713,WSU_P2_LOADED_BACK_AND_FORTH.wav_split_30,P2_LOADED
714,eric_survey.wav_split_24,BACKGROUND_NOISE
715,P1_up_and_down copy.wav_split_16,P1
716,WSU_P2_UNLOADED_UP_AND_DOWN copy.wav_split_34,P2_UNLOADED
717,foo.wav_split_11,BACKGROUND_NOISE
718,WSU_P2_DOWN_UNLOADED copy.wav_split_4,P2_UNLOADED
719,motorcycle.wav_split_25,BACKGROUND_NOISE
720,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_3,P2_LOADED
721,purrdue_P2_standing copy 2.wav_split_13,P2
722,purdue_P2_unloaded_up_down copy.wav_split_31,P2_UNLOADED
723,WSU_P2_DOWN_UNLOADED copy.wav_split_15,P2_UNLOADED
724,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_40,P2_LOADED
725,purrdue_P2_standing copy.wav_split_16,P2
726,purdue_P2_unloaded_up_down.wav_split_19,P2_UNLOADED
727,WSU_P2_LOADED_up_and_down copy.wav_split_13,P2_LOADED
728,background_in_air_iris_3.wav_split_23,BACKGROUND_NOISE
729,background_06_02_03.wav_split_4,BACKGROUND_NOISE
730,train2.wav_split_38,BACKGROUND_NOISE
731,gator.wav_split_1,BACKGROUND_NOISE
732,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_4,P2_LOADED
733,canopy_heavy_wind.wav_split_37,BACKGROUND_NOISE
734,P1_up_and_down copy.wav_split_1,P1
735,P1_up_and_down copy 2.wav_split_33,P1
736,purdue_P2_unloaded_up_down.wav_split_26,P2_UNLOADED
737,purrdue_P2_standing copy.wav_split_29,P2
738,WSU_P2_LOADED_up_and_down copy 2.wav_split_34,P2_LOADED
739,WSU_P2_LOADED_up_and_down copy.wav_split_14,P2_LOADED
740,background_in_air_iris_3.wav_split_24,BACKGROUND_NOISE
741,background_06_02_03.wav_split_3,BACKGROUND_NOISE
742,purrdue_P2_standing copy.wav_split_11,P2
743,purdue_P2_unloaded_up_down copy.wav_split_36,P2_UNLOADED
744,WSU_P2_DOWN_UNLOADED copy.wav_split_12,P2_UNLOADED
745,purrdue_P2_standing.wav_split_40,P2
746,purrdue_P2_standing copy 2.wav_split_14,P2
747,WSU_P2_LOADED_BACK_AND_FORTH_2 copy.wav_split_4,P2_LOADED
748,WSU_P2_LOADED_up_and_down copy 2.wav_split_33,P2_LOADED
749,purdue_P2_unloaded_up_down.wav_split_21,P2_UNLOADED
750,P1_up_and_down copy 2.wav_split_34,P1
751,P1_up_and_down copy.wav_split_6,P1
752,WSU_P2_HIGH_LOADED_DOWN copy.wav_split_3,P2_LOADED
753,canopy_heavy_wind.wav_split_30,BACKGROUND_NOISE
754,gator.wav_split_6,BACKGROUND_NOISE
755,purrdue_P2_standing copy.wav_split_27,P2
756,background_in_air_iris_3.wav_split_12,BACKGROUND_NOISE
757,WSU_P2_LOADED_up_and_down copy.wav_split_22,P2_LOADED
758,motorcycle.wav_split_40,BACKGROUND_NOISE
759,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_34,P2_UNLOADED
760,purdue_P2_unloaded_up_down.wav_split_28,P2_UNLOADED
761,P1_stationary copy 2.wav_split_5,P1
762,purrdue_P2_standing copy 2.wav_split_22,P2
763,train2.wav_split_36,BACKGROUND_NOISE
764,WSU_P2_DOWN_UNLOADED copy.wav_split_24,P2_UNLOADED
765,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_34,P2_LOADED
766,canopy_heavy_wind.wav_split_39,BACKGROUND_NOISE
767,purdue_P2_unloaded_up_down.wav_split_17,P2_UNLOADED
768,purrdue_P2_standing copy.wav_split_18,P2
769,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_33,P2_LOADED
770,WSU_P2_LOADED_BACK_AND_FORTH_2 copy 2.wav_split_33,P2_LOADED
771,gator.wav_split_8,BACKGROUND_NOISE
772,train2.wav_split_31,BACKGROUND_NOISE
773,WSU_P2_DOWN_UNLOADED copy.wav_split_23,P2_UNLOADED
774,P1_stationary copy 2.wav_split_2,P1
775,P1_up_and_down copy.wav_split_8,P1
776,purrdue_P2_standing copy 2.wav_split_25,P2
777,WSU_P2_UNLOADED_UP_AND_DOWN copy 2.wav_split_33,P2_UNLOADED
778,background_in_air_iris_3.wav_split_15,BACKGROUND_NOISE
779,WSU_P2_LOADED_up_and_down copy.wav_split_25,P2_LOADED
780,purrdue_P2_standing copy.wav_split_20,P2
781,purdue_P2_unloaded_up_down copy.wav_split_38,P2_UNLOADED
782,WSU_P2_HIGH_LOADED_DOWN copy 2.wav_split_34,P2_LOADED
783,purdue_P2_unloaded_up_down.wav_split_10,P2_UNLOADED
784,WSU_P2_DOWN_UNLOADED copy 2.wav_split_18,P2_UNLOADED
785,P1_up_and_down.wav_split_2,P1
786,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_29,P2_LOADED
787,in_air_iris_over_home_base.wav_split_30,BACKGROUND_NOISE
788,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_11,P2_UNLOADED
789,WSU_P2_DOWN_UNLOADED copy 2.wav_split_27,P2_UNLOADED
790,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_20,P2_LOADED
791,background_in_air_iris_2.wav_split_13,BACKGROUND_NOISE
792,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_16,P2_LOADED
793,in_air_iris_far_away.wav_split_40,BACKGROUND_NOISE
794,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_30,P2_UNLOADED
795,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_4,P2_LOADED
796,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_18,P2_LOADED
797,purdue_P2_unloaded_up_down copy 2.wav_split_39,P2_UNLOADED
798,P1_up_and_down.wav_split_5,P1
799,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_29,P2_UNLOADED
800,WSU_P2_LOADED_BACK_AND_FORTH copy.wav_split_3,P2_LOADED
801,WSU_P2_UNLOADED_BACK_AND_FORTH.wav_split_37,P2_UNLOADED
802,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_11,P2_LOADED
803,background_in_air_iris_2.wav_split_14,BACKGROUND_NOISE
804,WSU_P2_LOADED_BACK_AND_FORTH_2.wav_split_27,P2_LOADED
805,WSU_P2_UNLOADED_BACK_AND_FORTH copy 2.wav_split_16,P2_UNLOADED
806,WSU_P2_DOWN_UNLOADED copy 2.wav_split_20,P2_UNLOADED
807,WSU_P2_HIGH_LOADED_DOWN.wav_split_7,P2_LOADED
808,in_air_iris_over_home_base.wav_split_37,BACKGROUND_NOISE
809,canopy_up_01.wav_split_32,BACKGROUND_NOISE
810,WSU_P2_LOADED_BACK_AND_FORTH copy 2.wav_split_18,P2_LOADED
811,WSU_P2_UNLOADED_BACK_AND_FORTH copy.wav_split_4,P2_UNLOADED
812,WSU_P2_DOWN_UNLOADED copy 2.wav_split_29,P2_UNLOADED
